"","qry_id","repeat_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","V1","locus"
"4476","XM_012963128.3","Penelope-7_XT","+","LINE/Penelope",2398,2278,2449,172,12.3,4.1,0.6,">XM_012963128.3 PREDICTED: Xenopus tropicalis guanine nucleotide binding protein (G protein), gamma 4 (gng4), transcript variant X1, mRNA","c""G protein"", ""gng4"""
"4477","XM_012963128.3","Kolobok-N5_XT","+","DNA/Kolobok-T2",509,3499,3932,434,15.7,15,0.2,">XM_012963128.3 PREDICTED: Xenopus tropicalis guanine nucleotide binding protein (G protein), gamma 4 (gng4), transcript variant X1, mRNA","c""G protein"", ""gng4"""
"4478","XM_012963128.3","DNA4_Xt","+","DNA/TcMar-Tigger",658,2936,3273,338,4.2,0,0.3,">XM_012963128.3 PREDICTED: Xenopus tropicalis guanine nucleotide binding protein (G protein), gamma 4 (gng4), transcript variant X1, mRNA","c""G protein"", ""gng4"""
"4479","XM_012963128.3","DNA6_XT","C","DNA",545,1661,1905,245,23.4,4.9,4,">XM_012963128.3 PREDICTED: Xenopus tropicalis guanine nucleotide binding protein (G protein), gamma 4 (gng4), transcript variant X1, mRNA","c""G protein"", ""gng4"""
"4480","XM_012963175.3","XBR_Xt","+","DNA/Kolobok-T2",469,6108,6443,336,20.85,19.4,0.25,">XM_012963175.3 PREDICTED: Xenopus tropicalis solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 (slc24a3), transcript variant X1, mRNA","c""sodium/potassium/calcium exchanger"", ""slc24a3"""
"4481","XM_012963175.3","DNA6_XT","C","DNA",545,6811,7096,286,20.7,23.4,0.3,">XM_012963175.3 PREDICTED: Xenopus tropicalis solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 (slc24a3), transcript variant X1, mRNA","c""sodium/potassium/calcium exchanger"", ""slc24a3"""
"4482","XM_012963175.3","DNA10_XT","+","DNA",533,10581,10753,173,21.3,8.1,2.2,">XM_012963175.3 PREDICTED: Xenopus tropicalis solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 (slc24a3), transcript variant X1, mRNA","c""sodium/potassium/calcium exchanger"", ""slc24a3"""
"4483","XM_012963175.3","hAT-N12_XT","C","DNA/hAT-Tip100",156,5140,5268,129,8.5,20.9,0,">XM_012963175.3 PREDICTED: Xenopus tropicalis solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 (slc24a3), transcript variant X1, mRNA","c""sodium/potassium/calcium exchanger"", ""slc24a3"""
"4484","XM_012963217.3","PIRe_Xt","+","DNA/Kolobok-T2",494,2618,2830,213,3.55,0,0,">XM_012963217.3 PREDICTED: Xenopus tropicalis septin-2A (sept2-a), transcript variant X1, mRNA","sept2-a"
"4485","XM_012963235.2","BEL-5-I_XT","+","LTR/Pao",7064,1,175,175,3.4,4.6,0,">XM_012963235.2 PREDICTED: Xenopus tropicalis succinate receptor 1 (LOC100485409), mRNA","LOC100485409"
"4486","XM_012963295.3","hAT-12N1_XT","+","DNA/hAT-Ac",281,2139,2419,281,15.3,5,5,">XM_012963295.3 PREDICTED: Xenopus tropicalis nuclear receptor subfamily 0 group B member 2 (nr0b2), mRNA","nr0b2"
"4487","XM_012963295.3","DNA6_XT","+","DNA",545,359,485,127,15.8,0.8,0,">XM_012963295.3 PREDICTED: Xenopus tropicalis nuclear receptor subfamily 0 group B member 2 (nr0b2), mRNA","nr0b2"
"4488","XM_012963303.3","Harbinger-N3B_XT","C","DNA/PIF-Harbinger",350,2111,2469,359,25.1,1.9,4.6,">XM_012963303.3 PREDICTED: Xenopus tropicalis spindlin 1 (spin1), transcript variant X1, mRNA","spin1"
"4489","XM_012963313.3","Harbinger-N13_XT","C","DNA/PIF-Harbinger",321,4521,4692,172,23.3,9.9,0,">XM_012963313.3 PREDICTED: Xenopus tropicalis progestin and adipoQ receptor family member IX (paqr9), mRNA","paqr9"
"4490","XM_012963313.3","POR","C","DNA/hAT-Charlie",308,5032,5219,188,10.8,2.7,1.1,">XM_012963313.3 PREDICTED: Xenopus tropicalis progestin and adipoQ receptor family member IX (paqr9), mRNA","paqr9"
"4491","XM_012963313.3","Harbinger-N13_XT","+","DNA/PIF-Harbinger",321,5799,6100,302,17.9,3.6,0,">XM_012963313.3 PREDICTED: Xenopus tropicalis progestin and adipoQ receptor family member IX (paqr9), mRNA","paqr9"
"4492","XM_012963313.3","Kolobok-N12_XT","+","DNA/Kolobok-T2",423,3160,3376,217,25.6,10.1,3,">XM_012963313.3 PREDICTED: Xenopus tropicalis progestin and adipoQ receptor family member IX (paqr9), mRNA","paqr9"
"4493","XM_012963357.3","DNA1_Xt","+","DNA",166,6517,6675,159,10.7,0,0,">XM_012963357.3 PREDICTED: Xenopus tropicalis RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein (rubcn), transcript variant X3, mRNA","rubcn"
"4494","XM_012963365.3","hAT-12N1A_XT","+","DNA/hAT-Ac",312,5491,5590,100,18.5,1,13.5,">XM_012963365.3 PREDICTED: Xenopus tropicalis platelet-derived growth factor receptor, alpha polypeptide (pdgfra), transcript variant X1, mRNA","pdgfra"
"4495","XM_012963365.3","DNA10_XT","C","DNA",533,5781,5982,202,21.6,8.9,1.4,">XM_012963365.3 PREDICTED: Xenopus tropicalis platelet-derived growth factor receptor, alpha polypeptide (pdgfra), transcript variant X1, mRNA","pdgfra"
"4496","XM_012963382.3","hAT-N2A_XT","C","DNA/hAT-Ac",1280,4211,4319,109,14.7,0,0,">XM_012963382.3 PREDICTED: Xenopus tropicalis ATPase type 13A5 (atp13a5), transcript variant X1, mRNA","atp13a5"
"4497","XM_012963421.3","Harbinger-N16_XT","+","DNA/PIF-Harbinger",247,105,223,119,17.9,1.7,1.7,">XM_012963421.3 PREDICTED: Xenopus tropicalis transient receptor potential cation channel subfamily V member 6 (LOC101734375), transcript variant X1, mRNA","LOC101734375"
"4498","XM_012963456.3","XBR_Xt","+","DNA/Kolobok-T2",469,6902,7244,343,24.2,20.1,1.2,">XM_012963456.3 PREDICTED: Xenopus tropicalis growth regulating estrogen receptor binding 1 (greb1), transcript variant X1, mRNA","greb1"
"4499","XM_012963493.2","DIRS-54_XT","+","LTR/Ngaro",5141,995,1840,846,32.1,3.9,4.8,">XM_012963493.2 PREDICTED: Xenopus tropicalis mucin-1-like (LOC105947391), mRNA","LOC105947391"
"4500","XM_012963565.3","Harbinger-N3_XT","+","DNA/PIF-Harbinger",372,4572,4884,313,8.9,18.9,0,">XM_012963565.3 PREDICTED: Xenopus tropicalis solute carrier family 16 member 10 (slc16a10), mRNA","slc16a10"
"4501","XM_012963641.2","Kolobok-N10_XT","+","DNA/Kolobok-T2",417,3775,4187,413,17.9,3.4,2.4,">XM_012963641.2 PREDICTED: Xenopus tropicalis ring finger protein 38 (rnf38), transcript variant X1, mRNA","rnf38"
"4502","XM_012963641.2","DNA1A_XT","+","DNA",175,4823,4967,145,24.6,18.6,1.8,">XM_012963641.2 PREDICTED: Xenopus tropicalis ring finger protein 38 (rnf38), transcript variant X1, mRNA","rnf38"
"4503","XM_012963665.3","hAT-N15_XT","+","DNA/hAT-Ac",205,5481,5587,107,21.6,2.8,4.8,">XM_012963665.3 PREDICTED: Xenopus tropicalis signal-induced proliferation-associated 1 like 2 (sipa1l2), transcript variant X1, mRNA","sipa1l2"
"4504","XM_012963665.3","REP8_XT","C","Unknown",288,7763,7890,128,19.9,6.2,9.7,">XM_012963665.3 PREDICTED: Xenopus tropicalis signal-induced proliferation-associated 1 like 2 (sipa1l2), transcript variant X1, mRNA","sipa1l2"
"4505","XM_012963760.3","DNA2_Xt","+","DNA/PIF-Harbinger",487,4684,5119,436,16.9,11.5,2.3,">XM_012963760.3 PREDICTED: Xenopus tropicalis mitogen-activated protein kinase kinase kinase 5 (map3k5), transcript variant X5, mRNA","map3k5"
"4506","XM_012963786.3","DNA1A_XT","+","DNA",175,6981,7122,142,9.9,22.5,0,">XM_012963786.3 PREDICTED: Xenopus tropicalis pleckstrin homology and RhoGEF domain containing G1 (plekhg1), transcript variant X2, mRNA","plekhg1"
"4507","XM_012963796.2","Kolobok-N4_XT","C","DNA/Kolobok-T2",516,3915,4118,204,18.7,12.8,0.4,">XM_012963796.2 PREDICTED: Xenopus tropicalis RAS guanyl releasing protein 3 (rasgrp3), transcript variant X2, mRNA","rasgrp3"
"4508","XM_012963796.2","Harbinger-N5_XT","C","DNA/PIF-Harbinger",340,2973,3142,170,23.5,0.6,0,">XM_012963796.2 PREDICTED: Xenopus tropicalis RAS guanyl releasing protein 3 (rasgrp3), transcript variant X2, mRNA","rasgrp3"
"4509","XM_012963796.2","XBR_Xt","+","DNA/Kolobok-T2",469,4188,4349,162,13.1,17.9,1.1,">XM_012963796.2 PREDICTED: Xenopus tropicalis RAS guanyl releasing protein 3 (rasgrp3), transcript variant X2, mRNA","rasgrp3"
"4510","XM_012963796.2","Kolobok-N11_XT","C","DNA/Kolobok-T2",447,4819,4949,131,18.6,11.4,1.4,">XM_012963796.2 PREDICTED: Xenopus tropicalis RAS guanyl releasing protein 3 (rasgrp3), transcript variant X2, mRNA","rasgrp3"
"4511","XM_012963807.2","hAT-N2A_XT","C","DNA/hAT-Ac",1280,3347,3540,194,17.6,3.6,0.5,">XM_012963807.2 PREDICTED: Xenopus tropicalis uncharacterized LOC101734009 (LOC101734009), mRNA","LOC101734009"
"4512","XM_012963807.2","Kolobok-N7_XT","+","DNA/Kolobok-T2",611,2855,2969,115,9.6,0,0,">XM_012963807.2 PREDICTED: Xenopus tropicalis uncharacterized LOC101734009 (LOC101734009), mRNA","LOC101734009"
"4513","XM_012963819.3","BEL-5-I_XT","+","LTR/Pao",7064,21,580,560,39.5,1.8,2.3,">XM_012963819.3 PREDICTED: Xenopus tropicalis uncharacterized LOC105947440 (LOC105947440), mRNA","LOC105947440"
"4514","XM_012963819.3","BEL-2-I_XT","+","LTR/Pao",6193,800,3727,2928,29.4,1.7,6.6,">XM_012963819.3 PREDICTED: Xenopus tropicalis uncharacterized LOC105947440 (LOC105947440), mRNA","LOC105947440"
"4515","XM_012963975.3","Kolobok-N12_XT","+","DNA/Kolobok-T2",423,6078,6165,88,14.9,20.4,0.9,">XM_012963975.3 PREDICTED: Xenopus tropicalis sperm antigen with calponin homology and coiled-coil domains 1-like (specc1l), transcript variant X1, mRNA","specc1l"
"4516","XM_012963975.3","Kolobok-N12_XT","C","DNA/Kolobok-T2",423,6313,6476,164,18,1.8,8.4,">XM_012963975.3 PREDICTED: Xenopus tropicalis sperm antigen with calponin homology and coiled-coil domains 1-like (specc1l), transcript variant X1, mRNA","specc1l"
"4517","XM_012963975.3","DNA4_Xt","C","DNA/TcMar-Tigger",658,4329,4640,312,22.8,6.4,1.5,">XM_012963975.3 PREDICTED: Xenopus tropicalis sperm antigen with calponin homology and coiled-coil domains 1-like (specc1l), transcript variant X1, mRNA","specc1l"
"4518","XM_012964012.2","Kolobok-N7_XT","+","DNA/Kolobok-T2",611,1947,2128,182,13.2,6.6,0,">XM_012964012.2 PREDICTED: Xenopus tropicalis uncharacterized LOC100036663 (LOC100036663), transcript variant X1, mRNA","LOC100036663"
"4519","XM_012964040.3","hAT-12N1_XT","C","DNA/hAT-Ac",281,2666,2807,142,12.2,23.2,1.7,">XM_012964040.3 PREDICTED: Xenopus tropicalis zinc finger protein 395 (znf395), transcript variant X1, mRNA","znf395"
"4520","XM_012964040.3","XBR_Xt","+","DNA/Kolobok-T2",469,131,312,182,16.3,5,2.1,">XM_012964040.3 PREDICTED: Xenopus tropicalis zinc finger protein 395 (znf395), transcript variant X1, mRNA","znf395"
"4521","XM_012964040.3","DNA2_Xt","+","DNA/PIF-Harbinger",487,2918,3075,158,12.9,13.9,6.5,">XM_012964040.3 PREDICTED: Xenopus tropicalis zinc finger protein 395 (znf395), transcript variant X1, mRNA","znf395"
"4522","XM_012964145.2","XR-a_Xt","C","DNA/Kolobok-T2",610,1561,2093,533,16.4,8.3,2.9,">XM_012964145.2 PREDICTED: Xenopus tropicalis chromobox 3 (cbx3), transcript variant X2, mRNA","cbx3"
"4523","XM_012964177.3","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,6522,6762,241,21.6,29.5,0.3,">XM_012964177.3 PREDICTED: Xenopus tropicalis ring finger protein 182 (rnf182), transcript variant X1, mRNA","rnf182"
"4524","XM_012964178.3","Tc1-17a_Xen","+","DNA/TcMar-Tc1",890,98,197,100,16.4,21,2.5,">XM_012964178.3 PREDICTED: Xenopus tropicalis ring finger protein 182 (rnf182), transcript variant X2, mRNA","rnf182"
"4525","XM_012964205.3","DNA1_Xt","+","DNA",166,3370,3479,110,21.1,7.3,0.8,">XM_012964205.3 PREDICTED: Xenopus tropicalis WD repeat domain 37 (wdr37), transcript variant X1, mRNA","wdr37"
"4526","XM_012964243.3","XBR_Xt","+","DNA/Kolobok-T2",469,3261,3538,278,17.85,2.45,0.8,">XM_012964243.3 PREDICTED: Xenopus tropicalis nucleolar protein with MIF4G domain 1 (nom1), mRNA","nom1"
"4527","XM_012964249.1","Kolobok-N11_XT","+","DNA/Kolobok-T2",447,1408,1526,119,17.8,8.4,0.8,">XM_012964249.1 PREDICTED: Xenopus tropicalis family with sequence similarity 92 member A (fam92a), transcript variant X1, mRNA","fam92a"
"4528","XM_012964249.1","Kolobok-N11_XT","C","DNA/Kolobok-T2",447,1865,2001,137,17.4,0,3.8,">XM_012964249.1 PREDICTED: Xenopus tropicalis family with sequence similarity 92 member A (fam92a), transcript variant X1, mRNA","fam92a"
"4529","XM_012964249.1","hAT-N3_XT","C","DNA/hAT-Charlie",290,1677,1829,153,20.8,3.3,2.6,">XM_012964249.1 PREDICTED: Xenopus tropicalis family with sequence similarity 92 member A (fam92a), transcript variant X1, mRNA","fam92a"
"4530","XM_012964249.1","Harbinger-N9A_XT","+","DNA/PIF-Harbinger",318,1233,1404,172,26.3,7.6,0.5,">XM_012964249.1 PREDICTED: Xenopus tropicalis family with sequence similarity 92 member A (fam92a), transcript variant X1, mRNA","fam92a"
"4531","XM_012964253.3","XBR_Xt","C","DNA/Kolobok-T2",469,2395,2849,455,17.9,5,1.9,">XM_012964253.3 PREDICTED: Xenopus tropicalis tumor protein D52 (tpd52), transcript variant X2, mRNA","tpd52"
"4532","XM_012964253.3","Kolobok-N11_XT","+","DNA/Kolobok-T2",447,3529,3615,87,14.1,4.6,2.2,">XM_012964253.3 PREDICTED: Xenopus tropicalis tumor protein D52 (tpd52), transcript variant X2, mRNA","tpd52"
"4533","XM_012964255.3","Tc1DR3_Xt","C","DNA/TcMar-Tc1",1231,551,634,84,3.9,0,7.7,">XM_012964255.3 PREDICTED: Xenopus tropicalis uncharacterized loc100135231 (LOC100135231), transcript variant X1, mRNA","LOC100135231"
"4534","XM_012964258.3","hAT-N2A_XT","+","DNA/hAT-Ac",1280,2,82,81,14.8,0,0,">XM_012964258.3 PREDICTED: Xenopus tropicalis uncharacterized loc100135367 (LOC100135367), transcript variant X1, mRNA","LOC100135367"
"4535","XM_012964299.3","DNA9_XT","+","DNA",460,2120,2432,313,14.3,18.9,1.6,">XM_012964299.3 PREDICTED: Xenopus tropicalis STEAP4 metalloreductase, gene 2 (steap4.2), transcript variant X1, mRNA","steap4.2"
"4536","XM_012964312.3","LTRX1-LTR_XT","+","LTR/Copia",735,2533,2988,456,6.9,9.4,1.4,">XM_012964312.3 PREDICTED: Xenopus tropicalis microtubule associated serine/threonine kinase like (mastl), transcript variant X1, mRNA","mastl"
"4537","XM_012964352.3","Kolobok-N7_XT","+","DNA/Kolobok-T2",611,89,183,95,16.8,0,0,">XM_012964352.3 PREDICTED: Xenopus tropicalis RAD54 homolog B (rad54b), transcript variant X1, mRNA","rad54b"
"4538","XM_012964389.3","Gypsy-13-LTR_XT","+","LTR/Gypsy",493,6,104,99,18,0,10,">XM_012964389.3 PREDICTED: Xenopus tropicalis chromosome 19 open reading frame 25 (c19orf25), transcript variant X2, mRNA","c19orf25"
"4539","XM_012964389.3","Kolobok-1N3_XT","+","DNA/Kolobok-T2",615,1447,1662,216,11.6,1.4,0,">XM_012964389.3 PREDICTED: Xenopus tropicalis chromosome 19 open reading frame 25 (c19orf25), transcript variant X2, mRNA","c19orf25"
"4540","XM_012964390.3","DNA4_Xt","+","DNA/TcMar-Tigger",658,4265,4571,307,11.4,7.2,0,">XM_012964390.3 PREDICTED: Xenopus tropicalis PHD finger protein 14 (phf14), transcript variant X1, mRNA","phf14"
"4541","XM_012964453.3","XR-a_Xt","C","DNA/Kolobok-T2",610,3602,3695,94,25.3,5.3,7.6,">XM_012964453.3 PREDICTED: Xenopus tropicalis signal transducing adaptor molecule (stam), transcript variant X1, mRNA","stam"
"4542","XM_012964453.3","Harbinger-N7_XT","+","DNA/PIF-Harbinger",333,3803,4106,304,12,10.9,1.2,">XM_012964453.3 PREDICTED: Xenopus tropicalis signal transducing adaptor molecule (stam), transcript variant X1, mRNA","stam"
"4543","XM_012964453.3","hAT-N12_XT","+","DNA/hAT-Tip100",156,2949,3053,105,14.3,9.5,0,">XM_012964453.3 PREDICTED: Xenopus tropicalis signal transducing adaptor molecule (stam), transcript variant X1, mRNA","stam"
"4544","XM_012964457.3","DNA1_Xt","+","DNA",166,2530,2694,165,9.1,0,0,">XM_012964457.3 PREDICTED: Xenopus tropicalis guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 (gnai2), transcript variant X1, mRNA","c""G protein"", ""gnai2"""
"4545","XM_012964473.3","Harbinger-N3B_XT","+","DNA/PIF-Harbinger",350,6476,6620,145,18.6,15.9,0,">XM_012964473.3 PREDICTED: Xenopus tropicalis homeodomain interacting protein kinase 1 (hipk1), transcript variant X1, mRNA","hipk1"
"4546","XM_012964506.3","Kolobok-N8_XT","C","DNA/Kolobok-T2",426,113,208,96,18.9,0,11.6,">XM_012964506.3 PREDICTED: Xenopus tropicalis 2-oxoglutarate and iron dependent oxygenase domain containing 2 (ogfod2), transcript variant X2, mRNA","ogfod2"
"4547","XM_012964523.3","Harbinger-N5_XT","+","DNA/PIF-Harbinger",340,2387,2710,324,8,4.9,0,">XM_012964523.3 PREDICTED: Xenopus tropicalis CDV3 homolog (cdv3), transcript variant X1, mRNA","cdv3"
"4548","XM_012964532.3","XR-b_Xt","C","DNA/Kolobok-T2",609,2301,2559,259,19.1,5,8.8,">XM_012964532.3 PREDICTED: Xenopus tropicalis phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 (pip4p2), transcript variant X1, mRNA","pip4p2"
"4549","XM_012964532.3","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,1627,1788,162,16.1,14.8,0,">XM_012964532.3 PREDICTED: Xenopus tropicalis phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 (pip4p2), transcript variant X1, mRNA","pip4p2"
"4550","XM_012964532.3","Harbinger-N3B_XT","+","DNA/PIF-Harbinger",350,2788,2915,128,26.2,4.7,1.5,">XM_012964532.3 PREDICTED: Xenopus tropicalis phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 (pip4p2), transcript variant X1, mRNA","pip4p2"
"4551","XM_012964541.3","HAT1b_Xt","+","DNA/hAT-Tip100",279,3158,3438,281,3.9,0,0.7,">XM_012964541.3 PREDICTED: Xenopus tropicalis NIPA-like domain containing 2 (nipal2), transcript variant X1, mRNA","nipal2"
"4552","XM_012964547.3","T2_2c_Xt","+","DNA/Kolobok-T2",500,2560,2729,170,24.5,15.3,1.6,">XM_012964547.3 PREDICTED: Xenopus tropicalis abl interactor 1 (abi1), transcript variant X1, mRNA","abi1"
"4553","XM_012964561.3","DNA-9-1_XT","+","DNA/hAT-Tip100",1485,2004,2168,165,23.8,0.6,16.1,">XM_012964561.3 PREDICTED: Xenopus tropicalis serpin family B member 6 (serpinb6), transcript variant X1, mRNA","serpinb6"
"4554","XM_012964561.3","hAT-12N1A_XT","C","DNA/hAT-Ac",312,1414,1716,303,13,6.6,3.5,">XM_012964561.3 PREDICTED: Xenopus tropicalis serpin family B member 6 (serpinb6), transcript variant X1, mRNA","serpinb6"
"4555","XM_012964564.3","REP4_XT","+","Unknown",795,2547,2698,152,24.6,7.9,1.2,">XM_012964564.3 PREDICTED: Xenopus tropicalis programmed cell death 6 (pdcd6), transcript variant X1, mRNA","pdcd6"
"4556","XM_012964570.3","hAT-N13_XT","C","DNA/hAT-Blackjack",291,2094,2190,97,18.8,2.1,1,">XM_012964570.3 PREDICTED: Xenopus tropicalis N-myc downstream regulated 1 (ndrg1), transcript variant X1, mRNA","ndrg1"
"4557","XM_012964570.3","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,2197,2555,359,20,3.1,2.5,">XM_012964570.3 PREDICTED: Xenopus tropicalis N-myc downstream regulated 1 (ndrg1), transcript variant X1, mRNA","ndrg1"
"4558","XM_012964570.3","hAT-12N1A_XT","C","DNA/hAT-Ac",312,2961,3076,116,16.8,2.3,6.5,">XM_012964570.3 PREDICTED: Xenopus tropicalis N-myc downstream regulated 1 (ndrg1), transcript variant X1, mRNA","ndrg1"
"4559","XM_012964570.3","Harbinger-N3_XT","C","DNA/PIF-Harbinger",372,2556,2845,290,10.1,11.8,0.6,">XM_012964570.3 PREDICTED: Xenopus tropicalis N-myc downstream regulated 1 (ndrg1), transcript variant X1, mRNA","ndrg1"
"4560","XM_012964585.3","Harbinger-N10_XT","C","DNA/PIF-Harbinger",220,3416,3593,178,10.8,9,1.6,">XM_012964585.3 PREDICTED: Xenopus tropicalis SEH1 like nucleoporin (seh1l), transcript variant X2, mRNA","seh1l"
"4561","XM_012964585.3","hAT-12N1_XT","+","DNA/hAT-Ac",281,3635,3936,302,14.7,0,7.5,">XM_012964585.3 PREDICTED: Xenopus tropicalis SEH1 like nucleoporin (seh1l), transcript variant X2, mRNA","seh1l"
"4562","XM_012964600.3","XBR_Xt","+","DNA/Kolobok-T2",469,2956,3066,111,15.6,9.9,1.7,">XM_012964600.3 PREDICTED: Xenopus tropicalis carbonic anhydrase VIII (ca8), transcript variant X1, mRNA","ca8"
"4563","XM_012964606.3","hAT-N3_XT","C","DNA/hAT-Charlie",290,3512,3701,190,24.3,3.7,0.5,">XM_012964606.3 PREDICTED: Xenopus tropicalis zinc finger DHHC-type containing 3 (zdhhc3), transcript variant X1, mRNA","zdhhc3"
"4564","XM_012964606.3","XBR_Xt","C","DNA/Kolobok-T2",469,4710,4808,99,8.1,10.1,0,">XM_012964606.3 PREDICTED: Xenopus tropicalis zinc finger DHHC-type containing 3 (zdhhc3), transcript variant X1, mRNA","zdhhc3"
"4565","XM_012964606.3","Kolobok-N5_XT","+","DNA/Kolobok-T2",509,2256,2469,214,9.8,20.1,0.4,">XM_012964606.3 PREDICTED: Xenopus tropicalis zinc finger DHHC-type containing 3 (zdhhc3), transcript variant X1, mRNA","zdhhc3"
"4566","XM_012964612.3","DNA1A_XT","C","DNA",175,3286,3455,170,21.5,1.8,6.8,">XM_012964612.3 PREDICTED: Xenopus tropicalis forkhead box P4 (foxp4), transcript variant X1, mRNA","foxp4"
"4567","XM_012964612.3","Harbinger-N5_XT","+","DNA/PIF-Harbinger",340,7493,7773,281,8.2,21.4,0.3,">XM_012964612.3 PREDICTED: Xenopus tropicalis forkhead box P4 (foxp4), transcript variant X1, mRNA","foxp4"
"4568","XM_012964612.3","hAT-N16_XT","C","DNA/hAT-Tip100",1002,4187,4590,404,19.6,9.2,8.9,">XM_012964612.3 PREDICTED: Xenopus tropicalis forkhead box P4 (foxp4), transcript variant X1, mRNA","foxp4"
"4569","XM_012964612.3","UB7b_Xt","+","DNA/Kolobok-T2",2010,7784,7914,131,17.6,14.5,0,">XM_012964612.3 PREDICTED: Xenopus tropicalis forkhead box P4 (foxp4), transcript variant X1, mRNA","foxp4"
"4570","XM_012964612.3","T2_3_Xt","+","DNA/Kolobok-T2",597,7265,7492,228,17.5,1.3,5,">XM_012964612.3 PREDICTED: Xenopus tropicalis forkhead box P4 (foxp4), transcript variant X1, mRNA","foxp4"
"4571","XM_012964612.3","DNA4_Xt","C","DNA/TcMar-Tigger?",658,3117,3245,129,8.7,1.1,4.4,">XM_012964612.3 PREDICTED: Xenopus tropicalis forkhead box P4 (foxp4), transcript variant X1, mRNA","foxp4"
"4572","XM_012964639.2","Kolobok-N12_XT","+","DNA/Kolobok-T2",423,2432,2553,122,21.8,9.8,2.3,">XM_012964639.2 PREDICTED: Xenopus tropicalis IKAROS family zinc finger 1 (ikzf1), transcript variant X3, mRNA","ikzf1"
"4573","XM_012964654.3","hAT-12N1_XT","+","DNA/hAT-Ac",281,2381,2470,90,21.1,0,0,">XM_012964654.3 PREDICTED: Xenopus tropicalis kelch like family member 40 (klhl40), transcript variant X1, mRNA","klhl40"
